id_product,name ,Fabricant,quatity_masse,quantity_vol,Score Danger,description,cas_number,État physique,cid_number,phase_risque,Classif. SGH,ICPE,pH,Temp_ébullition,pression_vapeur,code_tunnel
496839,3-buten-1-ol,Aldrich,"0,025",,111,,627-27-0,Liquide,H226 H315 H319 H335 H336,,"Flam. Liq. 3, Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3, STOT SE 3",,,,,D/E
33609-2,1-methylimidazole,Aldrich,,3,110,,616-47-7,Solide,H302 H311 H314,,"Acute Tox. 3 (Derm.), Acute Tox. 4 (Oral), Skin Corr. 1B",Non soumis,"9,5",,"0,4 mmHg à 20 °C",E
19988-5,4(5)-methylimidazole,Aldrich,,"0,25",110,,822-36-6,Solide,H302 H312 H314,,"Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Skin Corr. 1B",Non soumis,,,,E
M50850,2-methylimidazole,Aldrich,"0,1",,1300,,693-98-1,Solide,H302 H314 H351 H360,,"Acute Tox. 4 (Oral), Skin Corr. 1B, Carc. 2, Repr. 1B",Non soumis,,,"1,1 Pa à 50 °C",E
B60800,1-bromo-4-chlorobutane,Aldrich,"0,025",,0,,6940-78-9,Liquide,H226,,Flam. Liq. 3,,,,,
M5083-4,"N,methylimidazole",Aldrich,,"0,2",110,,616-47-7,Liquide,H302 H311 H314,,"Acute Tox. 3 (Derm.), Acute Tox. 4 (Oral), Skin Corr. 1B",Non soumis,"9,5",,"0,4 mmHg à 20 °C",E
308250,tert-butanol,Sigma Aldrich,,1,111,,75-65-0,Liquide,H225 H319 H332 H335 H336,,"Flam. Liq. 2, Acute Tox. 4 (Inhal.), Eye Irrit. 2A, STOT SE 3, STOT SE 3",,20,,31 mmHg à 20 °C,D/E
471712,tert-butanol,Sigma Aldrich,,"1,3",111,,75-65-0,Liquide,H225 H319 H332 H335 H336,,"Flam. Liq. 2, Acute Tox. 4 (Inhal.), Eye Irrit. 2A, STOT SE 3, STOT SE 3",,20,,"40,7 hPa à 20 °C",D/E
367737,trimethyl(trifluoromethyl)-silane.0.5M solution in thf,Sigma Aldrich,,"0,005",500,,81290-20-2,Liquide,EUH019 H225 H302 H319 H335 H336 H351,,"Flam. Liq. 2, Acute Tox. 4 (Oral), Eye Irrit. 2A, Carc. 2, STOT SE 3, STOT SE 3",,,,,D/E
359270,Sodium ter-butoxyde,Sigma Aldrich,"0,1",,100,,865-48-5,Solide,EUH014 H228 H251 H314,,"Flam. Sol. 1, Self-heat. 1, Skin Corr. 1B",1450,,,"0,000001 hPa à 20 °C",D/E
137685,2-bromoethylacetate,Sigma Aldrich,"0,005",,111,,927-68-4,Liquide,H315 H319 H335 H336,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3, STOT SE 3",Non soumis,,,,
199885,4(5)-methylimidazole,Sigma Aldrich,"0,05",,110,,822-36-6,Solide,H302 H312 H314,,"Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Skin Corr. 1B",Non soumis,,,,E
91493,1-methylpyrazole,Sigma Aldrich,"0,04",,1,,930-36-9,Liquide,H226 H315 H319,,"Flam. Liq. 3, Skin Irrit. 2, Eye Irrit. 2A",,,,,
A54059,2-(2-aminoethoxy)-ethanol,Sigma Aldrich,"0,2",,100,,929-06-6,Liquide,H312 H314,,"Acute Tox. 4 (Derm.), Skin Corr. 1B",Non soumis,,,,E
240532,allyl alcohol,Aldrich,,"0,01",400,,107-18-6,Liquide,H225 H301 H311 H315 H319 H331 H335 H336 H400,,"Flam. Liq. 2, Acute Tox. 3 (Oral), Acute Tox. 3 (Derm.), Acute Tox. 3 (Inhal.), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3, STOT SE 3, Aquatic acute Acute 1","4130,2",,,137 mmHg à 55 °C,C/D
317594,Trimethylamine N-oxide,Sigma Aldrich,"0,005",,111,,1184-78-7,Liquide,H315 H319 H335 H336,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3, STOT SE 3",Non soumis,,,,
P51451,Propionaldehyde,Sigma Aldrich,,"0,1",220,,123-38-6,Liquide,H225 H302 H315 H318 H332 H335 H336,,"Flam. Liq. 2, Acute Tox. 4 (Oral), Acute Tox. 4 (Inhal.), Skin Irrit. 2, Eye Dam. 1, STOT SE 3, STOT SE 3",,,46 °C,343 hPa à 20 °C,D/E
326321,trimethyl phosphite,Aldrich,"0,025",,220,,121-45-9,Liquide,H226 H302 H315 H318 H335,,"Flam. Liq. 3, Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Dam. 1, STOT SE 3",,,111 °C,23 hPa à 20 °C,D/E
D72204,"1,3-dichloropropane",Sigma Aldrich,"0,125",,111,,142-28-9,Liquide,H226 H315 H319 H335,,"Flam. Liq. 3, Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",,,,,
T79707,trimethyl phosphite,Aldrich,,"0,1",220,,121-45-9,Liquide,H226 H302 H315 H318 H335,,"Flam. Liq. 3, Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Dam. 1, STOT SE 3",,,,17 mmHg à 20 °C,D/E
E1055,Epichlorohydrin,Sigma Aldrich,"0,1",,1300,,106-89-8,Liquide,H226 H301 H311 H314 H317 H331 H350,,"Flam. Liq. 3, Acute Tox. 3 (Oral), Acute Tox. 3 (Derm.), Acute Tox. 3 (Inhal.), Skin Corr. 1B, Skin Sens. 1, Carc. 1B","4130,2",,,"13,8 mmHg à 21,1 °C",D/E
T80500,Trimethylsulfoxonium,Aldrich,"0,025",,0,,1774-47-6,Solide,,,,Non soumis,,,,
241075,allylamine,Aldrich,,"0,05",1200,,107-11-9,Liquide,H225 H301 H310 H331 H411,,"Flam. Liq. 2, Acute Tox. 2 (Derm.), Acute Tox. 3 (Oral), Acute Tox. 3 (Inhal.), Aquatic chronic Chronic 2","4120,2",,,"845,8 mmHg à 55 °C",C/D
112682,Ethyl formate,Sigma Aldrich,,"0,025",121,,109-94-4,Liquide,H225 H302 H319 H332 H335 H336,,"Flam. Liq. 2, Acute Tox. 4 (Oral), Acute Tox. 4 (Inhal.), Eye Irrit. 2A, STOT SE 3, STOT SE 3",,,52 °C,45 hPa à 55 °C,D/E
245585,"Sodium bis(trimethylsilyl)amide, 1,0M in thf",Aldrich,,"0,2",500,,1070-89-9,Liquide,EUH014 EUH018 EUH019 H225 H314 H318 H335 H336 H351,,"Flam. Liq. 2, Skin Corr. 1B, Eye Dam. 1, Carc. 2, STOT SE 3, STOT SE 3",,,,,D/E
185809,cyanuric acid,Aldrich,"0,025",,0,,108-80-5,Solide,,,,Non soumis,,,,
171883,1-iodopropane,Aldrich,"0,2",,100,,107-08-4,Liquide,H226 H331,,"Flam. Liq. 3, Acute Tox. 3 (Inhal.)",,,,"57,33 hPa à 25 °C",D/E
A76400,3-amino-1-propanol,Aldrich,"0,1",,110,,156-87-6,Liquide,H302 H314,,"Acute Tox. 4 (Oral), Skin Corr. 1B",Non soumis,"11,6",,"14,9 Pa à 25 °C",E
B20271,1-hexene,Alfa Aesar,,"0,025",101,,592-41-6,Liquide,EUH066 H225 H304,,"Flam. Liq. 2, Asp. Tox. 1",,,62 °C,186 mmHg à 25 °C,D/E
N29406,nonane,Sigma Aldrich,,"0,5",211,,111-84-2,Liquide,H226 H304 H315 H336 H400 H410,,"Flam. Liq. 3, Skin Irrit. 2, STOT SE 3, Asp. Tox. 1, Aquatic acute Acute 1, Aquatic chronic Chronic 1",,,,"4,27 mmHg à 25 °C",D/E
P56607,pyrazole,Aldrich,"0,11",,220,,288-13-1,Solide,H302 H311 H315 H318 H373 H412,,"Acute Tox. 3 (Derm.), Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Dam. 1, STOT RE 2, Aquatic chronic Chronic 3",Non soumis,,56 607 °C,21 Pa à 20 °C,E
I2399,Imidazole,Sigma Aldrich,"0,2",,1300,,288-32-4,ND,H302 H314 H360D,,"Acute Tox. 4 (Oral), Skin Corr. 1C, Repr. 1B",Non soumis,9,2 399 °C,"0,002 mmHg à 20 °C",E
56750,Imidazole,Sigma Aldrich,"0,2",,1300,,288-32-4,Solide,H302 H314 H360D,,"Acute Tox. 4 (Oral), Skin Corr. 1C, Repr. 1B",Non soumis,9,56 750 °C,"0,002 mmHg à 20 °C",E
332121000,iodoethane,Acros Organics,"0,1",,220,,75-03-6,Liquide,H302 H315 H317 H319 H334 H335 H336,,"Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Irrit. 2A, Resp. Sens. 1, Skin Sens. 1, STOT SE 3, STOT SE 3",,,,133 mmHg à 25 °C,
I778-0,iodoethane,Aldrich,,"0,2",220,,75-03-6,Liquide,H302 H315 H317 H319 H334 H335 H336,,"Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Irrit. 2A, Resp. Sens. 1, Skin Sens. 1, STOT SE 3, STOT SE 3",,,,133 mmHg à 25 °C,
294932500,"1,1,1-trichloroethane",Acros Organics,,"0,25",10,,71-55-6,Liquide,H332 H420,R20 R59,"Acute Tox. 4 (Inhal.), Ozone 1",,,74 °C,133 hPa,
12405-2,bromoethane,Sigma Aldrich,,"0,5",400,,74-96-4,Liquide,H225 H302 H332 H351 H420,,"Flam. Liq. 2, Acute Tox. 4 (Oral), Acute Tox. 4 (Inhal.), Carc. 2, Ozone 1",,,,"389,8 mmHg à 20 °C",D/E
36467-3,ethylmagnesium bromide,Aldrich,,"0,1",500,,925-90-6,Liquide,H225 H260 H302 H314 H335 H336 H351,,"Flam. Liq. 2, Water-react. 1, Acute Tox. 4 (Oral), Skin Corr. 1B, Carc. 2, STOT SE 3, STOT SE 3",,,,,B/E
18543-4,"1,1,2,2-tetrachloroethane ",Aldrich,,"0,025",2000,,79-34-5,Liquide,H310 H330 H411,,"Acute Tox. 2 (Derm.), Acute Tox. 2 (Inhal.), Aquatic chronic Chronic 2","4120,2",,,8 mmHg à 20 °C,D/E
185434,"1,1,2,2-tetrachloroethane",Sigma Aldrich,,"0,5",2000,,79-34-5,Liquide,H310 H330 H411,,"Acute Tox. 2 (Derm.), Acute Tox. 2 (Inhal.), Aquatic chronic Chronic 2","4120,2",,,8 mmHg à 20 °C,D/E
139721000,trifluoroacetic acid,Acros Organics,"0,1",,110,,76-05-1,Liquide,H314 H318 H332 H412,,"Acute Tox. 4 (Inhal.), Skin Corr. 1A, Eye Dam. 1, Aquatic chronic Chronic 3",,1,,158 hPa à 25 °C,E
139751000,"2,2,2-trifluoroethanol",Acros Organics,,"0,1",1400,,75-89-8,Liquide,H226 H301 H318 H331 H360F H373,,"Flam. Liq. 3, Acute Tox. 3 (Oral), Acute Tox. 3 (Inhal.), Eye Dam. 1, Repr. 1B, STOT RE 2",,,,"70,9 hPa à 20 °C",D/E
T63002,"2,2,2-trifluoroethanol",Aldrich,"0,1",,1400,,75-89-8,Liquide,H226 H301 H318 H331 H360F H373,,"Flam. Liq. 3, Acute Tox. 3 (Oral), Acute Tox. 3 (Inhal.), Eye Dam. 1, Repr. 1B, STOT RE 2",,,,"70,9 hPa à 20 °C",D/E
32674-7,"2,2,2-trifluoroethanol",Aldrich,"0,025",,1400,,75-89-8,Liquide,H226 H301 H318 H331 H360F H373,,"Flam. Liq. 3, Acute Tox. 3 (Oral), Acute Tox. 3 (Inhal.), Eye Dam. 1, Repr. 1B, STOT RE 2",,,,"70,9 hPa à 20 °C",D/E
421451000,trifluoroacetic acid,Acros Organics,"0,1",,110,,76-05-1,Solide,H314 H318 H332 H412,,"Acute Tox. 4 (Inhal.), Skin Corr. 1A, Eye Dam. 1, Aquatic chronic Chronic 3",,1,,158 hPa à 25 °C,E
T6508,trifluoroacetic acid,Sigma Aldrich,,"0,2",110,,76-05-1,Liquide,H314 H318 H332 H412,,"Acute Tox. 4 (Inhal.), Skin Corr. 1A, Eye Dam. 1, Aquatic chronic Chronic 3",,1,,158 hPa à 25 °C,E
A14444,iodoethane,Alfa Aesar,"0,5",,320,,75-03-6,Liquide,H302 H315 H317 H319 H334 H335 H341,,"Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Irrit. 2A, Resp. Sens. 1, Skin Sens. 1, Muta. 2, STOT SE 3",,,69 °C,133 mbar à 18 °C,
T3080-5,Thioacetic acid,Ega Chemie,"0,5","0,1",200,,507-09-5,Liquide,H225 H301 H317 H318,,"Flam. Liq. 2, Acute Tox. 3 (Oral), Eye Dam. 1, Skin Sens. 1",,,88 °C,,D/E
528013,dimethyl disulfide,Aldrich,,"0,1",220,,624-92-0,Liquide,H225 H302 H317 H319 H331 H335 H336 H400 H410,,"Flam. Liq. 2, Acute Tox. 3 (Inhal.), Acute Tox. 4 (Oral), Eye Irrit. 2A, Skin Sens. 1, STOT SE 3, STOT SE 3, Aquatic acute Acute 1, Aquatic chronic Chronic 1",,,,30 hPa à 20 °C,D/E
20562,acide oxalique,Prolabo,"0,25",,20,,144-62-7,Solide,H302 H312,,"Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.)",Non soumis,,149 °C,,E
238074,ammonium acetate,Aldrich,"0,5",,0,,631-61-8,Solide,,,,Non soumis,"6,5",,"0,001 hPa",
14285-9,difluoroacetic acid,Aldrich,"0,005",,100,,381-73-7,Liquide,H314,,Skin Corr. 1B,Non soumis,,,,E
12196-7,aminoacetaldehyde dimethyl acetal,Aldrich,,"0,025",100,,22483-09-6,Liquide,H226 H314,,"Flam. Liq. 3, Skin Corr. 1B",,11,,,
17781-4,"2,2,2-trifluoroethyliodide",Aldrich,"0,05",,111,,353-83-3,Liquide,H315 H319 H335 H336,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3, STOT SE 3",Non soumis,,,"753,8 mmHg à 55 °C",
306991,isopropyl butyrate,Aldrich,,"0,1",0,,638-11-9,Liquide,H226,,Flam. Liq. 3,,,,6 mmHg à 20 °C,D/E
100358,3-aminoquinuclidine dihydrochloryde,Aldrich,"0,005",,0,,6530-09-2,Solide,,,,Non soumis,,,,
I7608,4-iodoanisole,Aldrich,"0,025",,0,,696-62-8,Solide,,,,Non soumis,,,,
194328,"ethyl 3,3-dimethylacrylate",Aldrich,"0,1",,0,,638-10-8,Liquide,H226,,Flam. Liq. 3,,,,,D/E
61405,methyl levulinate,Aldrich,,"0,1",0,,624-45-3,Liquide,,,,Non soumis,,,,
10391-8,2-chlorobenzoyl chloride,Aldrich,,"0,005",210,,609-65-4,Liquide,H314 H318 H335 H336,,"Skin Corr. 1B, Eye Dam. 1, STOT SE 3, STOT SE 3",Non soumis,,,,E
654175,2-iodylbenzamide polymer-bond,Aldrich,"0,005",,0,,649555-04-4,Solide,,,,Non soumis,,,,
P46156,4-piperidineethanol,Aldrich,"0,005",,111,,622-26-4,Solide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
556157,2-cyanobenzene-sufonyl chloride,Aldrich,"0,001",,100,,69360-26-5,Solide,H314,,Skin Corr. 1B,Non soumis,,,,E
D125407,"N,N'-diisopropylcarbodiimide",Sigma Aldrich,"0,025",,1100,,693-13-0,Liquide,H226 H317 H318 H330 H334,,"Flam. Liq. 3, Acute Tox. 2 (Inhal.), Eye Dam. 1, Resp. Sens. 1, Skin Sens. 1",,,,,D/E
B57001,2-bromobenzaldehyde,Sigma Aldrich,"0,035",,111,,6630-33-7,Liquide,H315 H319 H335 H336,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3, STOT SE 3",Non soumis,,,,
105910,salicylique acid,Aldrich,"1,5",,220,,69-72-7,Solide,H302 H318 H361d,,"Acute Tox. 4 (Oral), Eye Dam. 1, Repr. 2",Non soumis,"2,4",,1 mmHg à 114 °C,
241415,"(-)-2,3-O-isopropylidene-D-threitol",Aldrich,"0,005",,0,,73346-74-4,Liquide,,,,Non soumis,,,,
592498,dimethyl itaconate,Aldrich,"0,05",,0,,617-52-7,Solide,,,,Non soumis,,,,
31224,chloramine T,Riedel-de-Haën,"0,25",,210,,7080-50-4,Solide,EUH031 H302 H314 H334,,"Acute Tox. 4 (Oral), Skin Corr. 1B, Resp. Sens. 1",Non soumis,8,,,E
A88182,o-anisidine,Aldrich,"0,005",,1300,,90-04-0,Liquide,H301 H311 H331 H341 H350,,"Acute Tox. 3 (Oral), Acute Tox. 3 (Derm.), Acute Tox. 3 (Inhal.), Muta. 2, Carc. 1B","4130,2",,,10 Pa à 25 °C,E
251046,"a,a-dichlorotoluene",Aldrich,"0,01",,500,,98-87-3,Liquide,H302 H315 H318 H331 H335 H336 H351,,"Acute Tox. 3 (Inhal.), Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Dam. 1, Carc. 2, STOT SE 3, STOT SE 3","4130,2",,,"0,3 mmHg à 20 °C",D/E
N27322,4-nitrotoluene,Aldrich,"0,1",,400,,99-99-0,Solide,H301 H311 H331 H373 H411,,"Acute Tox. 3 (Oral), Acute Tox. 3 (Derm.), Acute Tox. 3 (Inhal.), STOT RE 2, Aquatic chronic Chronic 2","4130,1",,,13 Pa à 20 °C,D/E
547948,"a,a,a-trifluorotoluene",Sigma Aldrich,,"0,1",0,,98-08-8,Liquide,H225 H411,,"Flam. Liq. 2, Aquatic chronic Chronic 2",,,,,D/E
240877,p-toluenesulfonyl chloride,Aldrich,"0,12",,100,,98-59-9,Solide,H290 H315 H317 H318,,"Met. Corr. 1, Skin Irrit. 2, Eye Dam. 1, Skin Sens. 1",Non soumis,,,0 hPa à 20 °C,E
32831-6,cyclopentanecarbonyl chloride,Aldrich,"0,005",,100,,4524-93-0,Liquide,H226 H314,,"Flam. Liq. 3, Skin Corr. 1B",,,,,E
B5900-4,3-bromobenzotrifluoride,Aldrich,"0,025",,0,,401-78-5,Liquide,H226,,Flam. Liq. 3,,,,,
225630,tris(2-aminoethyl)amine,Aldrich,,"0,11",1100,,4097-89-6,Liquide,H301 H310 H314,R22 R24 R34,"Acute Tox. 2 (Derm.), Acute Tox. 3 (Oral), Skin Corr. 1B","4120,2","11,8",114 °C,3 Pa à 20 °C,E
A56353,6-amino-1-hexanol,Aldrich,"0,025",,111,,4048-33-3,Solide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
233242,5-fluoro-2-nitrophenol,Aldrich,"0,025",,111,,446-36-6,Solide,H315 H319 H335 H336,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3, STOT SE 3",Non soumis,,,,
12980-1,methyl-1-cyclohexene,Aldrich,"0,025",,101,,591-49-1,Liquide,H225 H304 H315,,"Flam. Liq. 2, Skin Irrit. 2, Asp. Tox. 1",,,,,
11905-9,"3,3-dimethyl-1-butene",Aldrich,,"0,05",100,,558-37-2,Liquide,H225 H304,,"Flam. Liq. 2, Asp. Tox. 1",,,,"359,8 mmHg à 20 °C",
12423-0,tert-butyl bromoacetate,Aldrich,"0,05",,111,,5292-43-3,Liquide,H226 H315 H319 H335 H336,,"Flam. Liq. 3, Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3, STOT SE 3",,,,,
B21936,4-iodoaniline,Alfa Aesar,"0,05",,130,,540-37-4,Solide,H302 H312 H315 H319 H332 H335,,"Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Acute Tox. 4 (Inhal.), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
L5501,L-lysine,Sigma Aldrich,"0,025",,0,,56-87-1,Solide,,,,Non soumis,,,,
N4126,nicotinic acid,Aldrich,"0,1",,1,,59-67-6,Solide,H319,,Eye Irrit. 2A,Non soumis,"3,4",,,
15-6304,triethylphosphine 20 wt% in ethanol,Strem Chemicals,"0,025",,1400,,64-17-5,Liquide,H225 H314 H318 H336 H350,,"Flam. Liq. 2, Skin Corr. 1B, Eye Dam. 1, Carc. 1A, STOT SE 3",,,78 °C,59 hPa,D/E
222577,trans-2-aminocyclohexanol hydrochloride,Aldrich,"0,01",,111,,5456-63-3,Solide,H315 H319 H335 H336,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3, STOT SE 3",Non soumis,,,,
346179,"triethylphosphine 1,0M in THF",Aldrich,,"0,05",500,,109-99-9,Liquide,EUH018 EUH019 H225 H250 H302 H314 H318 H335 H336 H351,,"Flam. Liq. 2, Pyr. Liq. 1, Acute Tox. 4 (Oral), Skin Corr. 1B, Eye Dam. 1, Carc. 2, STOT SE 3, STOT SE 3",,,,,
23846-5,1-chlorohexane,Aldrich,,"0,1",0,,544-10-5,Liquide,H226,,Flam. Liq. 3,,,,44 hPa à 36 °C,
180025,3-bromoaniline,Aldrich,"0,025",,400,,591-19-5,Liquide,H301 H311 H331 H373 H400 H410,,"Acute Tox. 3 (Oral), Acute Tox. 3 (Derm.), Acute Tox. 3 (Inhal.), STOT RE 2, Aquatic acute Acute 1, Aquatic chronic Chronic 1","4130,2",,,,E
24295-0,"4-bromo-N,N-dimethylaniline",Aldrich,"0,025",,30,,586-77-6,Solide,H302 H312 H315 H319 H332,,"Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Acute Tox. 4 (Inhal.), Skin Irrit. 2, Eye Irrit. 2A",Non soumis,,,,
173360250,1-bromo-4-nitrobenzene,Acros Organics,"0,025",,0,,586-78-7,Solide,,,,Non soumis,,,,E
167150,1-bromo-4-nitrobenzene,Aldrich,"0,005",,0,,586-78-7,Solide,,,,Non soumis,,,,E
A14169,N-(3-aminopropyl)imidazole,Alfa Aesar,"0,75",,110,,5036-48-6,Liquide,H302 H314 H318 H402 H412,,"Acute Tox. 4 (Oral), Skin Corr. 1B, Eye Dam. 1, Aquatic acute Acute 3, Aquatic chronic Chronic 3",Non soumis,"11,3",296 °C,,
288365,"3,4-difluoro-nitrobenzene",Aldrich,"0,1",,111,,369-34-6,Liquide,H315 H319 H335 H336,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3, STOT SE 3",Non soumis,,,,
317519,methyl 2-acetamidoacrylate,Aldrich,"0,006",,111,,35356-70-8,Solide,H315 H319 H335 H336,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3, STOT SE 3",Non soumis,,,,
C4220-3,4-(2-chloroethyl)morpholine hydrochloride,Aldrich,"0,1",,200,,3647-69-6,Solide,H301 H312 H314 H317,,"Acute Tox. 3 (Oral), Acute Tox. 4 (Derm.), Skin Corr. 1B, Skin Sens. 1",Non soumis,4,,,E
373990,2-isoprylimidazole,Aldrich,"0,1",,111,,36947-68-9,Solide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
F3401,2-fluoroaniline,Aldrich,"0,125",,220,,348-54-9,Liquide,H226 H302 H315 H318 H335,,"Flam. Liq. 3, Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Dam. 1, STOT SE 3",,,,,E
162558,4-fluoro-2-nitroaniline,Aldrich,"0,1",,130,,364-78-3,Solide,H302 H312 H315 H319 H332 H335 H336,,"Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Acute Tox. 4 (Inhal.), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3, STOT SE 3",Non soumis,,,,
179728,super-hydride solution,Aldrich,,"0,1",500,,109-99-9,Liquide,H225 H260 H302 H314 H335 H336 H351,,"Flam. Liq. 2, Water-react. 1, Acute Tox. 4 (Oral), Skin Corr. 1B, Carc. 2, STOT SE 3, STOT SE 3",,,,,B/E
F1740-7,1-formylpiperidine,Aldrich,"0,1",,110,,2591-86-8,Liquide,H302 H311 H319,,"Acute Tox. 3 (Derm.), Acute Tox. 4 (Oral), Eye Irrit. 2A",Non soumis,,,,E
546968,3-chlorobenzenesulfonyl chloride,Aldrich,"0,005",,100,,2888-06-4,Liquide,H314,,Skin Corr. 1B,Non soumis,,,,E
16711-8,ethyl 4-bromobutyrate,Aldrich,"0,05",,111,,2969-81-5,Liquide,H315 H319 H335 H336,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3, STOT SE 3",Non soumis,,,,
22843-5,5-bromonicotinic acid,Aldrich,"0,01",,111,,20826-04-4,Solide,H315 H319 H335 H336,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3, STOT SE 3",Non soumis,,,,
D2780,"1,4diazabicyclo[2.2.2]octane",Aldrich,"0,05",,121,,280-57-9,Solide,H228 H302 H315 H319 H335 H412,,"Flam. Sol. 1, Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3, Aquatic chronic Chronic 3",1450,,,"2,9 mmHg à 50 °C",E
546925,2-chlorobenzene-sulfonyl chloride,Aldrich,"0,005",,100,,2905-23-9,Liquide,H226 H314,,"Flam. Liq. 3, Skin Corr. 1B",,,,,E
I29204,itaconic acid,Aldrich,"0,1",,100,,97-65-4,Solide,H318,,Eye Dam. 1,Non soumis,,,0 hPa à 20 °C,
234435,(2-chloroethyl)trimethyl-ammonium chloride,Aldrich,"0,025",,20,,999-81-5,Solide,H302 H312,,"Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.)",Non soumis,,,,E
17620,poly(methylhydrosiloxane),Aldrich,"0,05",,111,,98244-48-5,Solide,H315 H319 H335 H336,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3, STOT SE 3",Non soumis,,,,
25287,"N,N-dimethyl-propionamide",Aldrich,"0,025",,0,,758-96-3,Liquide,,,,Non soumis,,,,
12940,3-methyl-3-buten-1-ol,Aldrich,,"0,1",210,,98-88-4,Liquide,H302 H312 H314 H317 H318 H331,,"Acute Tox. 3 (Inhal.), Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Skin Corr. 1B, Eye Dam. 1, Skin Sens. 1","4130,2",2,,1 mmHg à 32 °C,E
270776,tert-butyl formate,Aldrich,"0,005",,111,,762-75-4,Liquide,H225 H319 H335 H336,,"Flam. Liq. 2, Eye Irrit. 2A, STOT SE 3, STOT SE 3",,,,,D/E
W284300,4-pentenoic acid ,Aldrich,"0,05",,110,,591-80-0,Liquide,H302 H314 H318,,"Acute Tox. 4 (Oral), Skin Corr. 1B, Eye Dam. 1",Non soumis,,,,E
148008,methyl isobutyrate ,Aldrich,,"0,105",0,,547-63-7,Liquide,H225,,Flam. Liq. 2,,,,,D/E
E14551,ethyl-2-bromopropionate ,Aldrich,"0,025",,100,,535-11-5,Liquide,H226 H314,,"Flam. Liq. 3, Skin Corr. 1B",,,,,E
326930010,1-Methyl-2-pyrrolidinone ,Acros Organics,,1,1400,,872-50-4,Liquide,H315 H319 H335 H360D,R32,"Skin Irrit. 2, Eye Irrit. 2A, Repr. 1B, STOT SE 3",,"7,7",,,
128163,Ethyl 3-bromopropionate,Aldrich,"0,025",,111,,539-74-2,Liquide,H315 H319 H335 H336,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3, STOT SE 3",Non soumis,,,,
P45907,Piperazine,Sigma Aldrich,"0,2",,310,,110-85-0,Solide,H314 H317 H318 H334 H361f H361fd,,"Skin Corr. 1B, Eye Dam. 1, Resp. Sens. 1, Skin Sens. 1, Repr. 2, Repr. 2",Non soumis,"10,8",,"0,16 mmHg à 20 °C",E
E34102,(-)-ethyl L-lactate ,Aldrich,1,,210,,687-47-8,Liquide,H226 H318 H335 H336,,"Flam. Liq. 3, Eye Dam. 1, STOT SE 3, STOT SE 3",,4,,500 Pa,D/E
471305,Butylamine ,Sigma Aldrich,,"0,25",210,,109-73-9,Liquide,H225 H290 H302 H311 H314 H331,,"Flam. Liq. 2, Met. Corr. 1, Acute Tox. 3 (Derm.), Acute Tox. 3 (Inhal.), Acute Tox. 4 (Oral), Skin Corr. 1A",,"12,6",,68 mmHg à 20 °C,D/E
D182001,"3,5-dimetylpyrazole ",Aldrich,"0,1",,121,,67-51-6,Solide,H302 H315 H319 H335,,"Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
